Date_Concluded,casedecisions,caseid,caseno,caseproceedings,casetitle,casetype,claimant,date_concluded_order,econsector,instrumentinvk1,instrumentinvk2,isapproved,partiessub,respondent,rulesapplied,seatarbitration,status,subject
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",98,ARB/24/44,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/21/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,ExxonMobil Petroleum & Chemical BV,,,,,Y,,Kingdom of the Netherlands,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",99,ARB/24/43,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/16/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Concesionaria Angostura Siguas, S.A.",,,,,Y,,Republic of Peru,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",100,ARB/24/42,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/9/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Aqua Power and Catalysis Capital Ltd,,,,,Y,,United Republic of Tanzania,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",101,ARB/24/41,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '9/23/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,TMA Australia Pty Ltd and others,,,,,Y,,Republic of the Philippines,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",102,ARB/24/40,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '9/9/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Minas de Revuboè Limitada,,,,,Y,,Republic of Mozambique,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",103,ARB/24/39,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/30/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.",,,,,Y,,People’s Republic of Bangladesh and Bangladesh Oil Gas and Mineral Corporation,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",104,ARB/24/38,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/23/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Sauna UK BidCo Limited,,,,,Y,,Republic of Finland,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",105,ARB/24/37,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/23/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Suomi Power Networks TopCo B.V., Supernova II Bidco BV and AMF Tjänstepension AB",,,,,Y,,Republic of Finland ,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",106,ARB/24/36,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/23/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,PETRONAS International Corporation Ltd,,,,,Y,,Republic of South Sudan,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",107,ARB/24/35,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/16/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,CTF Holdings S.A.,,,,,Y,,Ukraine,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",108,ARB/24/34,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/16/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,International Container Terminal Services Inc.,,,,,Y,,Republic of Honduras,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",109,ARB/24/33,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/16/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Operadora Portuaria Centroamericana, S.A. de C.V.",,,,,Y,,Republic of Honduras,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",110,ARB/24/32,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/8/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Víctor Miguel Silhy Zacarías,,,,,Y,,Republic of Honduras,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",111,ARB/24/31,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/8/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,X-Elio Energy S.L.,,,,,Y,,Republic of Honduras,,,Pending,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",112,ARB/24/30,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/2/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,NC Telecom AS and others,,,,,Y,,Republic of Chile,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",113,ARB/24/29,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '7/30/2024 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Gasoducto Sur Peruano S.A. En Liquidación,,,,,Y,,Republic of Peru,,,Pending,
